word,paragraph
অনাবৃতঅনাবৃতা,"অনাবৃতা প্রকৃতি

ভোরের আলো ফুটতেই চোখ গেল জানালার দিকে। কুয়াশার চাদর ভেদ করে অনাবৃতা প্রকৃতি যেন উঁকি মারছে। শিশির ভেজা ঘাস আর গাছের পাতাগুলো চিকচিক করছে, জানান দিচ্ছে শীতের আগমনী বার্তা। দূরে, দিগন্তরেখার কাছে কয়েকটি তালগাছ দাঁড়িয়ে আছে, মনে হয় তারা আকাশের সাথে কথা বলছে। পাখিরা কলকাকলি জুড়েছে, তাদের গান জানান দিচ্ছে নতুন দিনের। অনাবৃতা মাঠের উপর দিয়ে বয়ে যাওয়া ঠান্ডা বাতাস শরীরে কাঁপন ধরায়, কিন্তু সেই অনুভূতিও যেন মধুর। শহরের ব্যস্ততা থেকে দূরে, এই শান্ত ও স্নিগ্ধ পরিবেশে মনটা ভরে ওঠে এক অনাবিল আনন্দে। প্রকৃতির এই রূপ যেন শিল্পীর তুলিতে আঁকা কোনো ছবি, যেখানে প্রতিটি রং তার আপন মহিমায় উজ্জ্বল। অনাবৃতা প্রকৃতির মাঝে নিজেকে খুঁজে পাই, অনুভব করি জীবনের সহজ সরল ছন্দ। এই প্রকৃতির কাছেই আমরা ফিরে আসি বারবার, শান্তি ও স্নিগ্ধতার খোঁজে।
"
অর্থিত,"**অর্থিত**

বসন্তের প্রথম দিনে প্রকৃতি যেন নতুন করে সেজে উঠেছে, চারদিকে রঙের ছড়াছড়ি। কোকিলের কুহু কুহু ডাক মন ব্যাকুল করে তোলে। এমন দিনে মন ছুটে যায় প্রকৃতির কাছে। আমিও আজ নিজেকে আর ধরে রাখতে পারিনি। শহরের ইট-কাঠের বন্দী জীবন থেকে মুক্তি নিয়ে গ্রামের দিকে রওনা দিলাম।

গ্রামের মেঠো পথ ধরে হাঁটতে হাঁটতে স্মৃতির পাতা উল্টাচ্ছিলাম। মনে পড়ে, ছোটবেলায় এই পথে কত দৌঁড়ঝাপ করেছি, কত খেলাধুলা করেছি বন্ধুদের সাথে। গ্রামের মানুষগুলোও যেন শহরের যান্ত্রিকতা থেকে অনেক দূরে, সহজ সরল জীবন তাদের। সবার চোখেমুখে একটা শান্তি শান্তি ভাব।

হঠাৎ চোখে পড়ল পুরোনো বটগাছটি, যার নিচে প্রতি বছর বৈশাখ মাসে মেলা বসত। বটগাছটি যেন আজও সেই স্মৃতিগুলো বুকে ধরে দাঁড়িয়ে আছে। গ্রামের পাশ দিয়ে বয়ে যাওয়া নদীটি যেন ক্লান্ত শরীরে বিশ্রাম নিচ্ছে। নদীর ধারে কাশফুলের নরম ছোঁয়া মন জুড়িয়ে দেয়। পাখির কলকাকলি, নদীর মৃদু ঢেউ আর প্রকৃতির শান্ত রূপ দেখে মনে হল, এত দিন আমি যা খুঁজেছি, তা এখানেই **অর্থিত** ছিল। আমার ভেতরের চাওয়া, শান্তি এবং প্রকৃতির সান্নিধ্য যেন একাকার হয়ে গেল এই গ্রামীণ পরিবেশে। মনে হল, জীবনের আসল অর্থ বুঝি এখানেই খুঁজে পাওয়া যায়। শহরের চাকচিক্য আর কৃত্রিমতা থেকে দূরে, এই প্রকৃতির কোলে ফিরে আসা যেন আমার আত্মার মুক্তি। আমি যেন নতুন করে জীবন ফিরে পেলাম।
"
অপ্রদীপ,"অপ্রদীপ

গ্রামের প্রান্তে পুরনো জমিদার বাড়িটা কালের সাক্ষী হয়ে আজও দাঁড়িয়ে আছে, তবে জৌলুস আর নেই। এককালে এই বাড়িতে কত আলোর রোশনাই ছিল, কত মানুষের আনাগোনা ছিল, আজ সেসব ইতিহাস। এখন বাড়িটা যেন এক 'অপ্রদীপ' - আলোহীন, প্রাণহীন। দিনের বেলাতেও কেমন যেন একটা অন্ধকার সেখানে লেগে থাকে। বিশাল উঠোন জুড়ে আগাছা আর ভাঙা ইটের স্তূপ। একসময় যেখানে হাসির রোল উঠত, সেখানে এখন শুধু ঝিঁঝি পোকার একটানা শব্দ।

বাড়ির ভেতরে ঢুকলে দমবন্ধ লাগে। দেয়ালের পলেস্তারা খসে পড়েছে, রং চটে গেছে। তবুও, দেয়ালের গায়ে লেগে থাকা পুরনো দিনের ছবিগুলো যেন আজও কথা বলতে চায়। তারা যেন সেই সোনালী দিনগুলোর গল্প বলতে চায়, যখন এই বাড়ি দীপান্বিতার রাতে হাজার প্রদীপের আলোয় ঝলমল করত। এখন সেই জায়গায় শুধুই শূন্যতা, শুধু স্তব্ধতা। যেন এক অভিশাপ লেগে আছে বাড়িটার উপর।

কেউ বলে, জমিদারের শেষ বংশধর নাকি আত্মহত্যা করেছিলেন, তাই এই বাড়িতে আর আলো জ্বলেনা। আবার কেউ বলে, সোনাদানা লুকানো আছে এই বাড়ির নিচে, তাই অশুভ শক্তি ঘিরে রেখেছে এটাকে। কারণ যাই হোক, 'অপ্রদীপ' জমিদার বাড়িটা আজও গ্রামের মানুষের মনে ভয়ের সঞ্চার করে। সন্ধ্যা নামলেই সবাই বাড়ি ফেরে, কেউ ভুলেও ঐ দিক মাড়ায় না।
"
অন্তিমশয্যা,"শব্দ: অন্তিমশয্যা

ধীরে ধীরে সন্ধ্যা নেমে আসছে, আর সেই সাথে নেমে আসছে একরাশ বিষণ্ণতা। পুরোনো দিনের স্মৃতিগুলো ভিড় করে আসছে আজ বাবার অন্তিমশয্যার পাশে বসে। মলিন আলোয় তাঁর শীর্ণ মুখখানি আরও যেন করুণ দেখাচ্ছে। জীবনের অন্তিমলগ্নে এসে তিনি যেন বড় একা হয়ে গেছেন। অথচ একটা সময় ছিল, যখন এই মানুষটিই ছিলেন আমাদের পরিবারের স্তম্ভ। তাঁর হাত ধরেই আমরা চিনেছি পৃথিবী, শিখেছি বাঁচতে। আজ তিনি নিস্তেজ হয়ে শুয়ে আছেন, কোনো কথা নেই, কোনো সাড়াশব্দ নেই। শুধু মাঝে মাঝে দুর্বল নিশ্বাস জানান দিচ্ছে, তিনি এখনও আছেন। বাবার অন্তিমশয্যার পাশে বসে আমি ভাবছি, জীবনটা সত্যিই কত ক্ষণস্থায়ী। কত স্বপ্ন, কত আশা, কত না বলা কথা—সব যেন ধীরে ধীরে মিলিয়ে যাচ্ছে। তাঁর জীবনের এই অন্তিম অধ্যায়ে এসে মনে হচ্ছে, সময় যদি থমকে যেত! যদি আরও কিছুক্ষণ আমরা তাঁকে কাছে পেতাম! কিন্তু নিয়তির বিধান তো অমোঘ। বাবার মুখের দিকে তাকিয়ে আমি অজান্তেই চোখের জল মুছছি। জানি, এই অন্তিমশয্যাই হয়তো তাঁর জীবনের শেষ আশ্রয়।
"
অঙ্কুশবিদ্ধ,"অঙ্কুশবিদ্ধ মন

বসন্তের প্রথম সকালে ঘুম ভেঙে বারান্দায় এসে দাঁড়ালাম। উজ্জ্বল রোদ গাছের পাতায় লেগে চিকচিক করছে, পাখির কলকাকলিতে চারদিক মুখরিত। এমন মনোরম পরিবেশে মনটা প্রফুল্ল হয়ে ওঠার কথা, কিন্তু কোথায় যেন একটা বিষণ্ণতা লুকিয়ে ছিল। অঙ্কুশবিদ্ধ হাতির মতো আমার মনটাও যেন কোনো অদৃশ্য বেদনায় বাঁধা পড়ে গেছে। স্মৃতির অতল গভীরে ডুব দিয়ে খুঁজে বের করার চেষ্টা করছিলাম, কী সেই না বলা কষ্ট, যা আমাকে কুঁড়ে কুঁড়ে খাচ্ছে।

ছোটবেলার ফেলে আসা দিনগুলোর কথা মনে পড়লো। গ্রামের সবুজ পথ, নদীর ধারে অবাধ বিচরণ, বন্ধুদের সাথে লুকোচুরি খেলা – সবকিছুই যেন মায়াবী হাতছানি দিয়ে ডাকছে। কিন্তু নিয়তির নিষ্ঠুর পরিহাসে সেই সোনালী দিনগুলো আজ শুধুই স্মৃতি। শহরের যান্ত্রিক জীবনে অভ্যস্ত হতে গিয়ে হৃদয়ের কোমল অনুভূতিগুলো কেমন যেন ভোঁতা হয়ে গেছে।

আজ আমি সাফল্যের শিখরে পৌঁছেছি হয়তো, কিন্তু ভেতরের মানুষটা আজও সেই গ্রামের সরল জীবনে ফিরে যেতে চায়। শহরের চাকচিক্য আমাকে আকৃষ্ট করে ঠিকই, কিন্তু মনের গভীরে অঙ্কুশবিদ্ধ কষ্টটা কিছুতেই পিছু ছাড়ে না। আমি অনুভব করি, জীবনের এই জটিল ধাঁধাঁয় সুখ খুঁজে পাওয়া বড় কঠিন। হয়তো প্রকৃত সুখ সেই সরল জীবনেই নিহিত ছিল, যা আমি বহু আগেই পেছনে ফেলে এসেছি। এখন শুধু একটাই আশা, যদি কখনো সেই অঙ্কুশবিদ্ধ মনটাকে মুক্তি দিতে পারি, যদি আবার সেই সবুজ প্রান্তরে নিজেকে খুঁজে পাই। 
"
অখর্ব,"শব্দ: অখর্ব

গ্রামের পাশে বয়ে যাওয়া নদীটি কালের সাক্ষী। এর স্রোত হয়তো আগের মতো নেই, তবে এর স্মৃতি আজও অখর্ব। ছোটবেলার কত দুপুর এই নদীর পাড়ে কেটেছে, তার হিসেব নেই। বর্ষাকালে যখন জল বেড়ে যেত, তখন নদীর রূপ দেখে ভয় লাগত, আবার ভালোও লাগত। মনে হত যেন এক বিশাল, অখর্ব শক্তি তার সমস্ত রূপ দিয়ে জানান দিচ্ছে তার অস্তিত্ব। এই নদীর জল ব্যবহার করেই গ্রামের মানুষ আজও চাষাবাদ করে। তাদের জীবনধারণের প্রধান উৎস এই নদী। নদীর মাছ বিক্রি করে অনেকে সংসার চালায়। এই নদীর প্রতি তাদের একটা গভীর টান রয়েছে। generaciones পর প্রজন্ম ধরে এই নদী তাদের জীবন বাঁচিয়ে রেখেছে। গ্রীষ্মকালে যখন চারদিকে খাঁ খাঁ করে, তখনও নদীর ধারে কিছুটা হলেও শান্তি মেলে। পাখির কলরব আর মৃদু বাতাস মন ভরিয়ে তোলে। গ্রামের মানুষ বিশ্বাস করে, এই নদী যতদিন অখর্ব থাকবে, ততদিন তাদের জীবনও সচল থাকবে। তাই তারা নদীর যত্ন নেয়, একে বাঁচিয়ে রাখার চেষ্টা করে।
"
অনুদ্যোগ,"অনুদ্যোগ

গ্রামের প্রান্তে পুরোনো একটি বটগাছ ছিল, তার নিচে প্রতি বছর বৈশাখ মাসে বসতো ছোটখাটো একটি মেলা। এ বছরও তার প্রস্তুতি চলছিল, তবে উৎসাহে কিছুটা ভাটা দেখা যাচ্ছিল। আসলে, উদ্যোক্তাদের মধ্যে একটা অনুদ্যোগ কাজ করছিল। গত কয়েক বছর ধরে মেলা তেমন জমছে না, লাভের মুখ দেখেনি কেউই। তাই এবার নতুন করে কিছু করার আগ্রহ যেন কমে গেছে। গ্রামের যুবকদের মধ্যে আগে যে উৎসাহ ছিল, রাত জেগে প্যান্ডেল তৈরি করার বা স্থানীয় শিল্পীদের খুঁজে আনার যে উদ্দীপনা ছিল, তা যেন ধীরে ধীরে স্তিমিত হয়ে আসছিল। কয়েকজন প্রবীণ ব্যক্তি অবশ্য হাল ছাড়তে নারাজ। তাঁরা মনে করেন, গ্রামের ঐতিহ্যকে বাঁচিয়ে রাখতে এই মেলা চালিয়ে যাওয়া দরকার। কিন্তু আর্থিক সাহায্য এবং তরুণ প্রজন্মের অনুদ্যোগের কারণে তাঁরাও খুব একটা সুবিধা করতে পারছিলেন না। মেলার ভবিষ্যৎ নিয়ে একটা অনিশ্চয়তা দেখা দিয়েছে। গ্রামের মানুষজন ভাবছে, হয়তো এই বছরই শেষবারের মতো বসতে চলেছে এই মেলা। যদি সকলে মিলেমিশে আবার নতুন করে চেষ্টা না করে, তাহলে হয়তো কালের গর্ভে হারিয়ে যাবে এই প্রাণের মেলাটি। তাই মেলার গুরুত্ব উপলব্ধি করে সকলের উচিত সম্মিলিতভাবে এই অনুদ্যোগ কাটিয়ে ওঠা।
"
অকাট,"শব্দ: অকাট

অকাট সত্যের মুখোমুখি হওয়া সবসময় সহজ নয়, বরং অনেক সময় তা ভীতিকর। পুরোনো দিনের কথা ভাবলে এখনও গায়ে কাঁটা দেয়, যখন গ্রামের মোড়ল নিজ স্বার্থসিদ্ধির জন্য অকাট যুক্তিতে নিরীহ গ্রামবাসীকে দোষী সাব্যস্ত করত। সেই অকাট যুক্তির সামনে কেউ দাঁড়াতে পারত না, কারণ মোড়লের ক্ষমতা ছিল অসীম। ছোটবেলায় দাদুর কাছে গল্প শুনতাম, কিভাবে honest মানুষগুলো তাদের অকাট সাহস দিয়ে মিথ্যের মুখোশ খুলে দিত। সেই গল্পগুলো আমাকে অনুপ্রাণিত করত, ভেতরের ভয়কে জয় করতে শেখাত। আমি বিশ্বাস করি, জীবনে সৎ পথে চলতে গেলে অনেক বাধা আসবে, অনেক অকাট প্রমাণ তোমার বিপক্ষেও যেতে পারে, কিন্তু নিজের বিশ্বাসে অটল থাকলে শেষ পর্যন্ত জয় তোমারই হবে। আসলে, অকাট সত্যকে প্রতিষ্ঠা করতে গেলে প্রথমে নিজের ভেতরের দুর্বলতাকে জয় করতে হয়। আর একবার যদি তুমি সেই দুর্বলতাকে জয় করতে পারো, তাহলে পৃথিবীর কোনো শক্তি নেই যে তোমাকে আটকাতে পারে। তাই, সবসময় মনে রাখবে, সাহস আর সত্যবাদিতা - এই দুটোই হল অকাট অস্ত্র।
"
অন্তর্যামিনী,"শব্দ: অন্তর্যামিনী

বৃষ্টিস্নাত দুপুরে বারান্দায় বসে আছি, দূরের আকাশ মেঘে ঢাকা। মনটা কেমন যেন বিষণ্ণতায় ছেয়ে গেছে। হঠাৎ মনে হল, আমার ভেতরের সব কথা যেন কেউ একজন শুনছেন। সেই ‘অন্তর্যামিনী’ আমার মনের গভীরে লুকানো কষ্ট, চাপা অভিমান সব যেন দেখতে পাচ্ছেন। ছোটবেলার কথা মনে পড়ে গেল, ঠাকুমা বলতেন, ঈশ্বর সর্বত্র বিরাজমান, তিনি আমাদের সকলের অন্তরের কথা জানেন। তখন কথাটি বুঝতাম না, আজ জীবনের এই প্রান্তে এসে উপলব্ধি করি, সত্যিই একজন আছেন যিনি সব দেখেন, সব শোনেন। তিনি পরম দয়ালু, পরম慈悲。

আমার খারাপ লাগাগুলো যেন তাঁর কাছে প্রার্থনার মতো পৌঁছে যায়। আমি জানি, তিনি আমার ভেতরের দুর্বলতাগুলো দূর করে দেবেন। তিনিই তো শক্তি, তিনিই ভরসা। মাঝে মাঝে মনে হয়, এই নিঃসীম বিশ্বে আমি একা নই, সেই অন্তর্যামিনী সর্বদা আমার সঙ্গে আছেন। জীবনের পথচলায় যখন দিশেহারা হয়ে যাই, তখন যেন তিনিই পথ দেখান। তাঁর প্রতি বিশ্বাস আমাকে শান্ত করে, সাহস যোগায়। জানি, তিনিই আমার জীবনের শেষ আশ্রয়।
"
অতিথিশালা,"শব্দ: অতিথিশালা

গ্রামের পাশে ছোট একটি নদীর ধারে পুরোনো দিনের একটি অতিথিশালা ছিল। অতিথিশালাটির নাম ছিল 'শান্তিনিড়'। একসময় এখানে দূর-দূরান্ত থেকে বণিকেরা বাণিজ্য করতে এসে বিশ্রাম নিত, চলতো নানা গল্প আর অঞ্চলের সংস্কৃতি বিনিময়। কালের স্রোতে সেই জৌলুস আর নেই, তবে অতিথিশালাটি আজও কালের সাক্ষী হয়ে দাঁড়িয়ে আছে। এখন আর আগের মতো ভিড় না থাকলেও, এটি এখন পথশ্রান্ত путীদের আশ্রয়। বিশেষ করে শীতকালে, যখন কনকনে ঠান্ডায় মানুষজন কাবু হয়ে পড়ে, তখন এই অতিথিশালা যেন এক টুকরো উষ্ণতার দ্বীপ। স্থানীয় মানুষজন সাধ্যমতো путীদের জন্য খাবারের ব্যবস্থা করে, গল্প করে তাদের পথের ক্লান্তি দূর করে। রাতে মিটমিট করে জ্বলা লন্ঠনের আলোয় অতিথিশালাটি এক মায়াবী রূপ ধারণ করে, মনে হয় যেন কত যুগের কত গল্প এর প্রতিটি ইটে লেগে আছে। আমি প্রায়ই বিকেলে শান্তিনিড়ে গিয়ে বসি, পুরোনো দিনের সেই গল্পগুলো যেন আজও শুনতে পাই। অতিথিশালাটি শুধু একটি আশ্রয়স্থল নয়, এটি আমাদের সংস্কৃতির প্রতিচ্ছবি, আমাদের ঐতিহ্যের ধারক।
"
অনুপগত,"অনুপগত

গ্রামের পাশে বয়ে যাওয়া নদীটি ছিল শান্ত, স্নিগ্ধ। তার তীরে বাঁধা নৌকাগুলো অলস দুপুরে ঝিমাতো। এই নদীর পাড়েই পুরোনো একটি বটগাছ, যার ডালপালা নদীর জলে প্রায় অনুপগত হয়ে রয়েছে। বহু বছর ধরে সে এই নদীর সাক্ষী, কত মানুষের কত গল্প তার জানা। গ্রামের মানুষের জীবনযাত্রা এই নদীকে কেন্দ্র করেই আবর্তিত হয়। জেলেরা মাছ ধরে, কৃষকেরা জমিতে সেচের জন্য জল নেয়, শিশুরা কলকল শব্দে হেসে-খেলে বেড়ায়।

একদিন, শহরে চাকরি করা রফিক গ্রামে ফেরে। ছোটবেলার সেই বটগাছটিকে দেখে তার মন স্মৃতির সাগরে ডুব দেয়। সেদিনের রফিক আর আজকের রফিকের মধ্যে অনেক পার্থক্য। শহরের চাকচিক্য তার জীবনে এনেছে পরিবর্তন, তবে গ্রামের এই শান্ত প্রকৃতি তাকে এখনও টানে। রফিক অনুভব করে, জীবনের জটিল হিসাব-নিকাশ থেকে দূরে, এই গাছতলায় বসলে মন হালকা হয়ে যায়। সে কিছুক্ষণ চুপ করে বসে থাকে, যেন শৈশবের সেই দিনগুলোতে ফিরে যেতে চাইছে। নদীর স্রোত আর পাখির ডাক তার মনে এক নতুন শান্তি এনে দেয়। ভাবে, হয়তো এই প্রকৃতিই তাকে নতুন করে বাঁচার প্রেরণা জোগাচ্ছে।
"
অপত্য-নির্বিশেষে,"অপত্য-নির্বিশেষে

গ্রামের স্কুলটির বার্ষিক ক্রীড়া প্রতিযোগিতা ছিল অন্যরকম এক উৎসব। জাতি, ধর্ম, বর্ণ, লিঙ্গ - অপত্য-নির্বিশেষে সকল শিক্ষার্থীর পদচারণায় মুখরিত হয়ে উঠেছিল সবুজ মাঠটি। কেউ দৌড়ে প্রথম হওয়ার স্বপ্নে বিভোর, কেউ বা বন্ধুদের সাথে হাসি-ঠাট্টায় মত্ত। অভিভাবকদের চোখেমুখেও ছিল আনন্দের ঝিলিক। শিক্ষকেরা অক্লান্ত পরিশ্রম করে সবকিছু সুন্দরভাবে পরিচালনা করছিলেন। প্রধান শিক্ষক তার ভাষণে বলেন, এই স্কুল শুধুমাত্র একটি শিক্ষাপ্রতিষ্ঠান নয়, এটি একটি পরিবার। এখানে প্রতিটি শিক্ষার্থী সমান সুযোগ পাবে, বেড়ে উঠবে আপন আলোয়। তিনি আরও বলেন, আমাদের লক্ষ্য শিক্ষার্থীদের মধ্যে দেশপ্রেম, মানবতা এবং ভ্রাতৃত্ববোধের উন্মেষ ঘটানো। এই স্পোর্টস ডে সেই লক্ষ্যেরই একটি অংশ। বিকেলে পুরস্কার বিতরণী অনুষ্ঠানে কৃতী শিক্ষার্থীদের হাতে মেডেল ও সার্টিফিকেট তুলে দেওয়া হয়। শেষ মুহূর্তে জাতীয় সঙ্গীতের সুরে যেন একাত্ম হয়ে গিয়েছিল পুরো গ্রাম, যা অপত্য-নির্বিশেষে সকলের হৃদয়ে গেঁথে থাকবে চিরকাল। এই দিনটি বুঝিয়ে দেয়, ভেদাভেদ ভুলে একসঙ্গে পথ চললেই জীবন সুন্দর হয়ে ওঠে।
"
অজ্ঞাতি,"অজ্ঞাতি

অজ্ঞাতি পরিচয় যেন এক রহস্যের চাদরে ঢাকা। মফস্বলের পুরোনো রেলস্টেশনটিতে যখন প্রথম এসে পৌঁছলাম, সবকিছুই আমার কাছে কেমন যেন অজ্ঞাতি লাগছিল। Platform-এর এক কোণে দাঁড়িয়ে দিগন্তের দিকে তাকিয়ে মনে হচ্ছিল, আমি যেন এক নতুন পৃথিবীতে এসেছি, যেখানে আমার পরিচিত কিছুই নেই। শহরের কোলাহল আর ব্যস্ততা থেকে দূরে, এই শান্ত স্নিগ্ধ পরিবেশে নিজেকে বড়ই একা মনে হচ্ছিল। চারপাশে অপরিচিত মুখ, তাদের ভাষা, সংস্কৃতি—সবকিছুই আমার কাছে অচেনা।

স্টেশন থেকে বেরিয়ে গ্রামের পথে হাঁটতে শুরু করলাম। পথের দু'পাশে সবুজ ধানের ক্ষেত, দূরে দেখা যায় নারকেল গাছের সারি। গ্রামের মানুষজন সহজ সরল জীবন যাপন করে, শহরের মতো এখানে কোনো জটিলতা নেই। একজন বৃদ্ধ মানুষ লাঠি হাতে হেঁটে যাচ্ছিলেন, তার চোখেমুখে লেগে আছে সরলতার ছাপ। প্রথমে কিছুটা ইতস্তত বোধ করলেও, আমি এগিয়ে গিয়ে তাকে গ্রামের পথ সম্পর্কে জিজ্ঞাসা করলাম। তিনি হাসিমুখে উত্তর দিলেন, যেন কতকাল ধরে তিনি আমার পরিচিত।

অজ্ঞাতি জগৎ ধীরে ধীরে পরিচিত হয়ে উঠতে লাগল। গ্রামের মানুষজনের আন্তরিকতা আর ভালোবাসায় আমি মুগ্ধ হয়ে গেলাম। কয়েকদিনের মধ্যেই আমি তাদের পরিবারের একজন হয়ে উঠলাম। বুঝলাম, মানুষের সঙ্গে মানুষের আসল সম্পর্ক তৈরি হয় হৃদয়ের টানে, পরিচয়ের মাধ্যমে নয়। এই অজ্ঞাতি পরিবেশেই আমি খুঁজে পেলাম জীবনের নতুন অর্থ, নতুন দিশা।
"
অক্ষি,"অক্ষি শব্দটি ব্যবহার করে একটি অনুচ্ছেদ নিচে দেওয়া হলো:

গ্রামের মেঠো পথ ধরে হেঁটে যাচ্ছিল রিয়া। গ্রীষ্মের দুপুরে চারিদিকে খাঁ খাঁ রোদ। গাছের পাতারাও যেন ক্লান্ত হয়ে পড়েছে। হঠাৎ তার অক্ষি পড়লো রাস্তার পাশে থাকা একটি ছোট পাখির ওপর। পাখিটি সম্ভবত বাসা থেকে পড়ে গেছে, ডানা ঝাপটাতে পারছে না। রিয়ার মায়া হলো। সাবধানে পাখিটিকে তুলে সে তার বাড়ির দিকে চলল। 

বাড়িতে এনে প্রথমে পাখিটিকে জল খাওয়ালো, তারপর নরম কাপড় দিয়ে তার শরীরটা মুছে দিল। রিয়ার মা পাখিটির ডানা পরীক্ষা করে দেখলেন, তেমন আঘাত লাগেনি। তিনি বললেন, ""আয়, আমরা দুজনে মিলে এই ছোট্ট পাখিটার সেবা করি।"" রিয়া মায়ের সাথে পাখিটিকে একটি ছোট বাক্সে রাখলো এবং নিয়মিত তার খাবার ও জলের ব্যবস্থা করলো। কয়েকদিন যেতেই পাখিটি সুস্থ হয়ে উঠলো। তার চোখেমুখে যেন নতুন জীবন ফিরে এলো। 

একদিন রিয়া পাখিটিকে খোলা আকাশের দিকে উড়িয়ে দিল। পাখিটি ডানা মেলে উড়ে গেল দিগন্তের পানে। রিয়ার অক্ষি অনুসরণ করলো সেই উড়ন্ত পাখিকে, যতক্ষণ না সে দৃষ্টির বাইরে চলে যায়। রিয়া মনে মনে আনন্দ অনুভব করলো, একটি অসহায় প্রাণীকে সে বাঁচাতে পেরেছে। এই ঘটনার স্মৃতি তার হৃদয়ে চিরকাল অক্ষত থাকবে।
"
অনৃতভাষী,"শব্দ: অনৃতভাষী

অনুচ্ছেদ:

রহিম সাহেব একজন পরিচিত ব্যবসায়ী, কিন্তু তার সাফল্যের পেছনে লুকিয়ে আছে এক অন্ধকার জগৎ। তিনি প্রায়শই অনৃতভাষী, মিথ্যা বলাটা তার অভ্যাসে পরিণত হয়েছে। ব্যবসায়িক চুক্তি থেকে শুরু করে ব্যক্তিগত সম্পর্ক, সব ক্ষেত্রেই তিনি মিথ্যার আশ্রয় নেন। প্রথম প্রথম মানুষ তার মিষ্টি কথায় বিশ্বাস করত, কিন্তু ধীরে ধীরে তার আসল রূপ প্রকাশ পেতে থাকে। একবার তিনি একটি বড় জমি কেনার জন্য বিনিয়োগকারীদের কাছ থেকে টাকা নিয়েছিলেন, কিন্তু সেই জমি তিনি কখনোই কেনেননি। এই ঘটনা জানাজানি হওয়ার পরে তার সম্মান ধুলিসাৎ হয়ে যায়। সমাজের চোখে তিনি একজন প্রতারক হিসেবে পরিচিত হন। তার অনৃতভাষণের কারণে বহু মানুষ ক্ষতিগ্রস্ত হয়েছে, অনেকে তাদের সর্বস্বান্ত হয়েছে। অনুতপ্ত হওয়ার বদলে তিনি আরো নির্লজ্জভাবে মিথ্যা বলতে থাকেন। তার পরিবারও ধীরে ধীরে তার থেকে দূরে সরে যায়। শেষ পর্যন্ত, অর্থের প্রাচুর্য থাকলেও, তিনি নিঃসঙ্গ এবং পরিত্যক্ত জীবন যাপন করতে বাধ্য হন। মানুষের বিশ্বাস ভেঙে তিনি আজ একা, কারণ অনৃতভাষী কখনো সম্মান পায় না।
"
অন্নসংস্থান,"অন্নসংস্থান

গ্রামে অভাবের তাড়নায় দিন কাটানো মানুষগুলোর কাছে অন্নসংস্থান এক কঠিন চ্যালেঞ্জ। সূর্য ডোবার আগে তাদের ভাবতে হয়, পরের দিনের খাবার কোথা থেকে আসবে। হাসেম আলীর পরিবারে সাতজন সদস্য, কিন্তু কাজ করার মতো একমাত্র ব্যক্তি তিনি নিজে। অন্যের জমিতে দিনমজুরের কাজ করে যা পান, তা দিয়ে কোনোমতে সংসার চলে। বর্ষাকালে কাজ কমে গেলে তাদের কষ্টের সীমা থাকে না। তখন ধার-দেনা করে কোনোমতে অন্নসংস্থান করতে হয়। অভাবের তাড়নায় ছেলেমেয়েদের লেখাপড়া করাতে পারেননি তিনি। গ্রামের বেশিরভাগ মানুষেরই একই অবস্থা। তারা মনে করেন, যদি সরকার থেকে কোনো সাহায্য পাওয়া যেত, তাহলে হয়তো একটু ভালো করে বাঁচা যেত। অন্নসংস্থানের জন্য তারা প্রায়ই শহরমুখী হন, কিন্তু সেখানেও জীবন সহজ নয়। তবুও, বেঁচে থাকার তাগিদে তারা প্রতিনিয়ত সংগ্রাম করে চলেছেন। তাদের একটাই আশা, একদিন হয়তো তাদের জীবনেও সুখ আসবে, তাদের সন্তানদের আর অন্নসংস্থানের জন্য এত কষ্ট করতে হবে না।
"
