word,paragraph
অশনিনিপাত,"অশনিনিপাত

গ্রামের মানুষগুলো শান্তিতেই দিন কাটাচ্ছিল। সবুজ ধানের ক্ষেত আর নদীর কলকল শব্দে জীবন ছিল পরিপূর্ণ। হঠাৎ একদিন নেমে এল অশনিনিপাত। প্রথমে একটা গুঞ্জন, তারপর ক্রমশ বাড়তে থাকা কানাঘুষা। শোনা গেল, শহরের প্রভাবশালী এক শিল্পপতি নাকি এই গ্রামের পাশ দিয়ে যাওয়া নদীর ধারে একটি বিশাল কারখানা তৈরি করতে চান।

জমির মালিকেরা প্রথমে রাজি না হলেও, পরে টাকার প্রলোভনে অনেকেই জমি বিক্রি করতে রাজি হয়ে যায়। এরপর শুরু হয় আসল তাণ্ডব। একের পর এক গাছ কাটা পড়তে শুরু করে, নদীর পাড় ভাঙা হয়, আর শ্রমিকদের চিৎকারে গ্রামের শান্ত পরিবেশ বিষাক্ত হয়ে ওঠে।

অশনিনিপাতের মতোই এই ঘটনা গ্রামের মানুষের জীবনে দুর্যোগ ডেকে আনে। যাদের জমি ছিল, তারা কিছু টাকা পেলেও, তাদের ভবিষ্যৎ অনিশ্চিত হয়ে পড়ে। যাদের জমি ছিল না, তারা হয়ে পড়ে আরও অসহায়। গ্রামের পরিবেশ দূষিত হতে শুরু করে, মাছেরা মরে যায়, আর সবুজ ক্ষেতগুলো ধূসর হতে থাকে।

এই অশনিনিপাতে গ্রামের মানুষের স্বপ্ন, শান্তি, এবং ভবিষ্যৎ—সবকিছু যেন ধূলিসাৎ হয়ে যায়। তারা বুঝতে পারে, উন্নয়নের নামে আসলে তাদের সর্বনাশ হতে চলেছে। এখন তারা ঐক্যবদ্ধ হয়ে এই ধ্বংসলীলার বিরুদ্ধে রুখে দাঁড়ানোর প্রস্তুতি নিচ্ছে। তারা জানে, তাদের লড়াই কঠিন, কিন্তু নিজেদের অস্তিত্ব রক্ষার জন্য এই লড়াইয়ে জেতা ছাড়া আর কোনো পথ নেই।
"
অধ্যাস,"অধ্যাস

ছোটবেলার স্মৃতিগুলো বড় অদ্ভুত। সবকিছু কেমন যেন একটা মায়াবী অধ্যাসের মতো লেগে থাকে। স্পষ্ট অথচ কিছুটা ঝাপসা, যেন কোনো স্বপ্ন। আমাদের গ্রামের বাড়িটা ছিল নদীর ধারে, যেখানে দিন শুরু হত পাখির কলকাকলিতে আর শেষ হত জোনাকি পোকার আলো ঝলকানিতে। সেই বাড়ির উঠোনে আমার দাদুর সাথে প্রথম লাঠি হাতে হাঁটা শেখা, কিংবা মায়ের কোলে বসে রূপকথার গল্প শোনা—আজও আমার মনের গভীরে এক রঙিন অধ্যাস তৈরি করে রেখেছে।

মনে পড়ে, বর্ষাকালে আমাদের বাড়ির চারপাশ পানিতে ভরে যেত। আমরা ভাই-বোনেরা কলাগাছের ভেলায় চড়ে সারা গ্রাম ঘুরে বেড়াতাম। সেই সময় সবকিছুই কেমন রূপকথার মতো লাগতো। গ্রামের পুকুরে ডুব দিয়ে মুক্তো খুঁজে বের করার মিথ্যা অভিনয় করতাম, আর সন্ধ্যায় সবাই একসাথে বসে মুড়ি আর গুড় দিয়ে জলখাবার খেতাম।

আজ যখন আমি শহুরে জীবনে অভ্যস্ত, তখনো সেই গ্রামের স্মৃতিগুলো আমার স্বপ্নে ফিরে আসে। আমি অনুভব করি, সেই দিনগুলো আমার জীবনের ভিত্তি স্থাপন করে দিয়েছে। সেই সরলতা, সেই শান্তি, আর সেই প্রকৃতির সান্নিধ্য—এগুলোই আমার জীবনের সবচেয়ে মূল্যবান অধ্যাস। আমি হয়তো আর কোনোদিন সেই গ্রামে ফিরে যেতে পারব না, কিন্তু সেই স্মৃতিগুলো সবসময় আমার হৃদয়ে জীবন্ত থাকবে। আমার জীবনের প্রতিটি পদক্ষেপে সেই অধ্যাসের ছোঁয়া আমাকে সঠিক পথ দেখাবে।
"
অকুলান,"শব্দ: অকুলান

গ্রামের নাম শীতলপুর। ছবির মতো সুন্দর, শান্ত একটা গ্রাম। গ্রামের পাশ দিয়ে বয়ে গেছে ছোট একটি নদী। সেই নদীর তীরেই প্রতি বছর বৈশাখ মাসে বসে বিশাল মেলা। এই মেলাকে কেন্দ্র করে সারা বছর ধরে গ্রামের মানুষ অপেক্ষা করে থাকে। কিন্তু এবছর মেলা নিয়ে দেখা দিয়েছে ঘোর অনিশ্চয়তা। কারণ একটাই, বন্যা। টানা কয়েকদিনের বৃষ্টিতে নদীর জলস্তর বিপদসীমার ওপর দিয়ে বইছে। অনেকের ঘরবাড়ি ইতিমধ্যেই জলের তলায়। চারিদিকে শুধু হাহাকার। ত্রাণের জন্য মানুষ আকুল হয়ে উঠেছে। সামান্য যে ত্রাণ আসছে, তাতে এত মানুষের <u>অকুলান</u> হয়ে যাচ্ছে। বিশেষ করে শিশু আর বৃদ্ধদের অবস্থা খুবই শোচনীয়। বিশুদ্ধ পানীয় জলের অভাবে পেটের রোগ বাড়ছে। চারিদিকে একটা চাপা আতঙ্ক বিরাজ করছে, এই বুঝি মহামারী লেগে যায়। গ্রামের মাতব্বর করিম চাচা দিনরাত চেষ্টা করছেন নিজের সাধ্যমতো দুর্গতদের পাশে দাঁড়ানোর। কিন্তু তার একার পক্ষে এত মানুষের কষ্ট দূর করা সম্ভব নয়। তিনি সরকারের কাছে সাহায্যের আবেদন জানিয়েছেন, কিন্তু এখনো পর্যন্ত কোনো সাড়া মেলেনি। এই পরিস্থিতিতে গ্রামের মানুষজন নিজেদের ভাগ্যকে ধিক্কার দেওয়া ছাড়া আর কিছুই করার নেই।
"
অনুজকল্প,"অনুচ্ছেদ:

আমার জীবনে কয়েকজন অনুজকল্প মানুষ আছে, যাদের সান্নিধ্যে আমি এক নতুন জীবনের স্পন্দন অনুভব করি। তারা রক্তের সম্পর্কে সরাসরি ভাই না হলেও, আত্মার আত্মীয়তার বন্ধনে আবদ্ধ। তাদের মধ্যে আকাশ আমার সবচেয়ে কাছের একজন। বয়সে ছোট হলেও, আকাশের বুদ্ধি এবং সংবেদনশীলতা আমাকে প্রায়ই অবাক করে দেয়। যেকোনো কঠিন পরিস্থিতিতে, আমি অকপটে তার পরামর্শ চাই, আর সেও তার সাধ্যমতো সাহায্য করতে এগিয়ে আসে। আকাশের সঙ্গে আমার সম্পর্কটা ঠিক যেন ছায়া আর আলোর মতো—কখনো সে আমার ছায়া হয়ে আগলে রাখে, আবার কখনো আমার পথের আলো হয়ে পথ দেখায়।

  কিছুদিন আগে, আমি যখন একটি জটিল Project নিয়ে হিমশিম খাচ্ছিলাম, তখন আকাশই আমাকে নতুন করে ভাবতে শিখিয়েছিল। ওর উদ্ভাবনী চিন্তাগুলো আমাকে এতটাই অনুপ্রাণিত করেছিল যে, আমি দ্বিগুণ উৎসাহে কাজটা শেষ করতে পেরেছিলাম। শুধু Project-এর ক্ষেত্রেই নয়, ব্যক্তিগত জীবনেও আমি আকাশের কাছে ঋণী। আমার খারাপ সময়ে, ও বন্ধুর মতো পাশে থেকেছে, সাহস জুগিয়েছে। আমি বিশ্বাস করি, অনুজকল্প এই ভাইয়েরা আমার জীবনের অমূল্য সম্পদ। তাদের ভালোবাসা, শ্রদ্ধা আর সহযোগিতা আমাকে সবসময় সামনের দিকে এগিয়ে যেতে সাহায্য করে। এমন অনুজকল্প সম্পর্কগুলো জীবনকে আরও সুন্দর ও অর্থবহ করে তোলে।
"
অকায়,"শব্দ: অকায়

অকায় একটি ছোট গ্রাম, ছবির মতো সুন্দর। গ্রামের পাশে বয়ে গেছে একটি ছোট নদী, যা আঁকাবাঁকা পথে বয়ে চলেছে। নদীর ধারে সবুজ ঘাস আর বুনোফুলের মেলা, দেখলে চোখ জুড়িয়ে যায়। অকায় গ্রামের মানুষজন খুবই সরল ও শান্তিপ্রিয়। তারা একে অপরের বিপদে আপদে সবসময় এগিয়ে আসে। এই গ্রামের প্রধান জীবিকা কৃষি। এখানকার মাটি খুব উর্বর, তাই ফসলও ফলে প্রচুর। প্রতি বছর গ্রামের মানুষজন একসাথে নানান ধরনের ফসল ফলায়, যেমন ধান, পাট, সরিষা ইত্যাদি। অকায় গ্রামে একটি ছোট পাঠশালা আছে, যেখানে গ্রামের ছেলে মেয়েরা পড়াশোনা করে। গ্রামের পাশেই একটি পুরোনো বটগাছ আছে, যেখানে প্রতি বিকেলে গ্রামের মানুষজন গল্পগুজব করে। অকায় গ্রামটি শহরের কোলাহল থেকে দূরে, তাই এখানে সবসময় একটা শান্ত ও স্নিগ্ধ পরিবেশ বিরাজ করে। আমি সুযোগ পেলে প্রায়ই অকায় গ্রামে যাই, প্রকৃতির কাছাকাছি কিছুটা সময় কাটাতে।
"
অঙ্গুস্তানা,"অঙ্গুস্তানা

গ্রামের সরু পথটা এঁকেবেঁকে চলে গেছে নদীর ধার পর্যন্ত। হেমন্তের পড়ন্ত বিকেলে কুয়াশার চাদর মুড়ি দিয়ে প্রকৃতি যেন একটু অন্যরকম সেজেছে। আজ হাটবার, তাই লোকজনের আনাগোনা একটু বেশি। দূরে দেখালো যায়, নদীর ঘাটে বাঁধা নৌকাগুলোয় কেউ মাল তুলছে, কেউ আবার পারাপারের অপেক্ষায় দাঁড়িয়ে আছে। এই গ্রামের পাশেই সরস্বতী নদী, তবে গ্রীষ্মকালে প্রায় শুকিয়ে যায়। নদীর ধারে পুরোনো একটা বটগাছ, তার ডালে বাঁধা রয়েছে একটি পুরোনো, জীর্ণ নৌকা। নৌকাটির পাটাতনে বসে আছে বছর ষাটেকের এক বৃদ্ধ, নাম তার কুবের মাঝি। কুবেরের পরনে মলিন ধুতি আর গায়ে জড়ানো একটি চাদর। তার ডান হাতের আঙ্গুলে একটি পুরোনো রূপার অঙ্গুস্তানা (আংটি), যা তার বাবার স্মৃতিচিহ্ন। শোনা যায়, কুবেরের বাবা ছিলেন এই অঞ্চলের নামকরা লাঠিয়াল। সেই সময় জমিদারের খাজনা আদায় করতে গিয়ে কত মানুষের সঙ্গে তার লড়াই করতে হয়েছে। কুবের মাঝে মাঝে আনমনে সেই গল্পগুলো ভাবে আর দীর্ঘশ্বাস ফেলে। এখন আর লাঠির খেলা নেই, জমিদারিও নেই। তবে কুবের তার বাবার স্মৃতিচিহ্ন অঙ্গুস্তানাটি আজও পরম যত্নে আগলে রেখেছে। এই অঙ্গুস্তানা যেন তার কাছে অতীত আর বর্তমানের এক মেলবন্ধন, যা তাকে আজও সাহস যোগায়। কুবেরের মনে একটাই আশা, তার নাতি যেন এই ঐতিহ্য ধরে রাখে।
"
অধ্বনিত,"শব্দ: অধ্বনিত

গ্রামের মেঠো পথ ধরে হাঁটছিলাম, শীতের সকালের কুয়াশা ভেদ করে আসা হালকা রোদ গাছের পাতায় লেগে চিকচিক করছিল। দূরে একটা পুরোনো মন্দির, তার চূড়া আবছা দেখা যাচ্ছিল। গতকাল রাতে এখানে কীর্তন হয়েছিল, সেই সুর এখনো যেন বাতাসে অধ্বনিত হচ্ছে। যদিও এখন আর কোনো শব্দ নেই, তবুও একটা রেশ রয়ে গেছে, যা আমার স্মৃতিতে ধাক্কা দিচ্ছে। ছোটবেলায় বাবার হাত ধরে কতবার এই কীর্তন শুনতে এসেছি। সেই সময় গ্রামের মানুষগুলোর মধ্যে কী গভীর আন্তরিকতা ছিল! আজ আধুনিকতার ছোঁয়ায় সেই সরলতা হয়তো কিছুটা ফিকে হয়ে গেছে, কিন্তু কীর্তনের সুর আজও কানে লেগে আছে। মনে হয় যেন, ঈশ্বর স্বয়ং ওই সুরের মাধ্যমে কথা বলছেন। আমার পায়ের শব্দে কয়েকটি পাখি উড়ে গেল, তাদের ডানা ঝাপটানোর শব্দও যেন সেই অধ্বনিত সুরের প্রতিধ্বনি। গ্রামের এই নীরবতা, এই শান্তি, শহরের কোলাহল থেকে বহু দূরে, আমার হৃদয়কে এক অন্যরকম আনন্দে ভরিয়ে দেয়। আমি কিছুক্ষণ দাঁড়ালাম, চোখ বন্ধ করে সেই সুর অনুভব করার চেষ্টা করলাম। সময়ের স্রোতে অনেক কিছুই বদলে যায়, কিন্তু কিছু স্মৃতি, কিছু অনুভূতি সবসময় মনের গভীরে অধ্বনিত হতে থাকে।
"
অগ্নিবেষ্টিত,"শব্দ: অগ্নিবেষ্টিত

অনুচ্ছেদ:

গ্রামের প্রান্তে পুরনো জমিদার বাড়িটি, কালের সাক্ষী হয়ে আজও দাঁড়িয়ে আছে। বাড়িটির গায়ে লেগে আছে বহু বছরের ইতিহাস। শোনা যায়, একসময় এই বাড়িতেই লেগেছিল আগুন। সেই রাতের কথা আজও মানুষের মুখে মুখে ফেরে। চারিদিকে তখন ছিল শুধু আগুনের লেলিহান শিখা। মুহূর্তের মধ্যে বাড়িটি অগ্নিবেষ্টিত হয়ে যায়। আগুনের তীব্রতা এতটাই বেশি ছিল যে, গ্রামের মানুষজন কাছে যেতেও ভয় পাচ্ছিল। আগুনের হল্কা চারপাশ ধোঁয়ায় ঢেকে দিয়েছিল, যেন এক বিভীষিকাময় পরিস্থিতি। সেই রাতে অনেকে তাদের আপনজনদের হারিয়েছিল, পুড়ে গিয়েছিল অজস্র স্বপ্ন। কালের প্রভাবে সেই আগুনের চিহ্ন কিছুটা মুছে গেলেও, বাড়ির পোড়া দেওয়ালগুলো আজও সেই ভয়ঙ্কর রাতের কথা মনে করিয়ে দেয়। এখন দিনের আলোতেও বাড়িটি দেখলে গা ছমছম করে, আর রাতের অন্ধকারে মনে হয় যেন আগুনের প্রেতাত্মারা আজও সেখানে ঘুরে বেড়াচ্ছে। বাড়িটির ধ্বংসাবশেষ যেন এক নীরব প্রতিবাদ, যা আজও সেই রাতের নৃশংসতার কথা ঘোষণা করে।
"
অনিষ্পন্ন,"শব্দ: অনিষ্পন্ন

গ্রামের প্রান্তে পুরোনো একটি বটগাছ, তার নীচে পঞ্চায়েতের প্রধান আজ বসবেন। উদ্দেশ্য, গ্রামের মানুষের মধ্যে দীর্ঘদিন ধরে চলে আসা একটি অনিষ্পন্ন বিবাদের মীমাংসা করা। বংশ পরম্পরায় জমি নিয়ে দুই পরিবারের মধ্যে দ্বন্দ্ব লেগেই আছে, বহুবার চেষ্টা করেও এর সমাধান করা যায়নি। বিষয়টা এখন এমন জায়গায় এসে দাঁড়িয়েছে যে, যে কোনো মুহূর্তে রক্তারক্তি হওয়ার সম্ভাবনা। গ্রামের মুরুব্বিরা অনেক চেষ্টা করেও কোনো ফল পাননি, তাই শেষমেশ পঞ্চায়েতের শরণাপন্ন হওয়া। প্রধান নিজেও এই ব্যাপারে বেশ চিন্তিত, কারণ এর আগে এমন জটিল মামলা তিনি সামলাননি। তিনি জানেন, একটি ভুল সিদ্ধান্ত পুরো গ্রামকে অশান্ত করে দিতে পারে। তাই সকাল থেকে তিনি বিষয়টি নিয়ে গভীরভাবে চিন্তা করছেন, পুরোনো কাগজপত্র দেখছেন আর ভাবছেন কীভাবে উভয়পক্ষের কাছে গ্রহণযোগ্য একটি সমাধান সূত্র বের করা যায়। তার মনে একটাই আশা, আজ এই অনিষ্পন্ন বিবাদের যেন একটা নিষ্পত্তি হয়, গ্রামের মানুষ শান্তিতে বসবাস করতে পারে। তিনি চান, এই বটগাছটি শান্তি ও সমৃদ্ধির প্রতীক হয়ে উঠুক, যেখানে মানুষ হাসিমুখে নিজেদের সমস্যা নিয়ে আলোচনা করতে পারবে।
"
অগদতন্ত্র,"শব্দ: অগদতন্ত্র

অগদতন্ত্র শব্দটা শুনলেই কেমন যেন একটা গা ছমছম করা অনুভূতি হয়। প্রাচীনকালে যখন রাজারাই ছিলেন সর্বেসর্বা, সাধারণ মানুষের অধিকার ছিল সীমিত, সেই সময়ের কথা মনে করিয়ে দেয় এই শব্দটি। অগদতন্ত্র মানে যেখানে ব্যক্তি বিশেষের খেয়ালখুশি মতো শাসন চলে, কোনো নিয়মনীতি বা সংবিধানের তোয়াক্কা করা হয় না। ইতিহাস ঘাঁটলে দেখা যায়, বহু সাম্রাজ্য অগদতান্ত্রিক শাসনের শিকার হয়ে ধ্বংসের মুখে পতিত হয়েছে। প্রজাদের জীবনে নেমে এসেছে দূর্বিষহ যন্ত্রণা, বেড়ে গেছে অভাব আর হাহাকার।

তবে শুধু রাজতন্ত্র নয়, আধুনিক সমাজেও অগদতন্ত্রের ছায়া দেখা যেতে পারে। কোনো দুর্নীতিগ্রস্থ রাজনৈতিক দল বা স্বৈরাচারী সরকার যখন নিজেদের ক্ষমতা কুক্ষিগত করে রাখে, তখনো এক প্রকার অগদতন্ত্র কায়েম হয়। সেখানে ন্যায়বিচার পাওয়া দুষ্কর, ভিন্ন মতের কোনো স্থান নেই। অগদতন্ত্রের সবচেয়ে খারাপ দিক হলো, এখানে শাসকের জবাবদিহিতা থাকে না। ফলে ক্ষমতার অপব্যবহার হতে থাকে লাগামছাড়া।

গণতন্ত্রের মূল ভিত্তি হলো জনগণের অংশগ্রহণ এবং আইনের শাসন। একটি শক্তিশালী গণতান্ত্রিক কাঠামোই পারে অগদতন্ত্রের হাত থেকে সমাজকে রক্ষা করতে। তাই আমাদের সবসময় সজাগ থাকতে হবে, যাতে কোনো ব্যক্তি বা গোষ্ঠী ক্ষমতার অপব্যবহার করে অগদতান্ত্রিক পরিবেশ তৈরি করতে না পারে। জনগণের সম্মিলিত প্রতিরোধই পারে এই অন্ধকার থেকে মুক্তি দিতে।
"
অধিবর্ষ,"অধিবর্ষ (Leap year)

অধিবর্ষ ক্যালেন্ডারের একটি বিশেষ অংশ, যা প্রতি চার বছর পর আসে। এই বছরটিতে ফেব্রুয়ারি মাসে একটি অতিরিক্ত দিন যুক্ত হয়, যা এই মাসটিকে ২৯ দিনের করে তোলে। এর মূল কারণ হল পৃথিবীর সূর্যকে প্রদক্ষিণ করতে ৩৬৫ দিন ৫ ঘণ্টা ৪৮ মিনিট এবং ৪৬ সেকেন্ড সময় লাগে। প্রতি বছর এই অতিরিক্ত সময়টুকু ক্যালেন্ডারে যোগ করা হয় না, ফলে কয়েক বছরে এটি প্রায় একদিনের সমান হয়ে যায়। এই সমস্যা সমাধানের জন্য অধিবর্ষের ধারণাটি আনা হয়েছে। অধিবর্ষ না থাকলে, ঋতুগুলি ধীরে ধীরে সরে যেত এবং একসময় আমাদের গ্রীষ্মকালে শীত অনুভব করতে হতো।

অধিবর্ষ একটি মজার বিষয়, যা আমাদের সময়ের হিসাবকে নিখুঁত রাখে। এই বছরটিতে জন্ম নেওয়া মানুষজন নিজেদের জন্মদিন উদযাপন করতে কিছুটা সমস্যায় পড়েন, কারণ প্রতি বছর ২৯শে ফেব্রুয়ারি আসে না। তবে তারা প্রতি চার বছর পর বিশেষ করে দিনটি উদযাপন করেন। অধিবর্ষ আমাদের মনে করিয়ে দেয় যে সময় কত দ্রুত চলে যায় এবং প্রকৃতির নিয়মগুলি কতটা নিখুঁতভাবে কাজ করে। তাই, অধিবর্ষ কেবল একটি অতিরিক্ত দিন নয়, এটি আমাদের জীবন এবং প্রকৃতির মধ্যেকার সম্পর্ককে উপলব্ধি করার একটি সুযোগ। এই বিশেষ বছরটি আমাদের সময়ের গুরুত্ব অনুধাবন করতে সাহায্য করে।
"
অনির্বাপণ,"শব্দ: অনির্বাপণ

অনির্বাপণ শিখা যেন তার হৃদয়ে ক্রমাগত জ্বলছে। দাউদাউ করে জ্বলা সেই আগুন হয়তো বাইরের কেউ দেখতে পায় না, কিন্তু ভেতরে ভেতরে সে পুড়ে খাক হয়ে যাচ্ছে। তারুণ্যের সব স্বপ্ন, সাধ যেন আজ ছাইয়ের নিচে চাপা পড়েছে। একটা সময় ছিল, যখন সে নতুন কিছু করার স্বপ্নে বিভোর থাকত, মনে ছিল অফুরান উৎসাহ। আজ সেই উৎসাহে লেগেছে মরচে, স্বপ্নেরা হয়েছে ফিকে। পরিস্থিতি তাকে বাধ্য করেছে অন্য পথে হাঁটতে, যেখানে তার কোনো আনন্দ নেই, নেই কোনো নতুনত্বের ছোঁয়া। 

অনির্বাপণ এই হতাশার মাঝেও ক্ষীণ আশা বেঁচে আছে। সে জানে, একদিন এই অন্ধকার কেটে যাবেই। তার ভেতরের আগুন তাকে পথ দেখাবে, নতুন করে বাঁচতে শেখাবে। হয়তো সময় লাগবে, কিন্তু সে হাল ছাড়বে না। অনির্বাপণ বিশ্বাস নিয়ে সে অপেক্ষা করবে সেই সোনালী দিনের, যেদিন তার ভেতরের আগুন আবার নতুন করে জ্বলে উঠবে, আলো ছড়াবে চারদিকে। এই দীর্ঘ পথচলায় হয়তো অনেক বাধা আসবে, কিন্তু তার ভেতরের অনির্বাপণ শক্তি তাকে এগিয়ে নিয়ে যাবে সাফল্যের স্বর্ণদ্বারে।
"
অনভিপ্রায়,"অনভিপ্রায়:

গ্রামের শান্ত জীবনে হঠাৎ করে আসা ঝড় যেন সবকিছু লণ্ডভণ্ড করে দিল। অভাবের তাড়নায় জর্জরিত কৃষক রমিজউদ্দিন, ধার-দেনায় ডুবে ছিলেন। মহাজনের ক্রমাগত চাপ আর কিস্তির টাকার চিন্তায় তিনি দিশেহারা হয়ে পড়েছিলেন। একদিন, জমিতে কাজ করার সময়, অনভিপ্রায়বশত তার লাঙলের ফলা গিয়ে পড়লো মাটির নিচে লুকানো একটি পুরোনো ধাতব বাক্সের ওপর। বাক্সটি আঘাত লাগায় ঝনঝন শব্দ করে উঠলো। রমিজউদ্দিন প্রথমে ভয় পেয়েছিলেন, ভেবেছিলেন হয়তো কোনো অভিশাপ লেগে যাবে। কিন্তু কৌতূহল দমিয়ে রাখতে না পেরে বাক্সটি খুলতেই তার চোখ ছানাবড়া। বাক্সের ভেতরে মোহর ভর্তি। 

এই অপ্রত্যাশিত ধনরত্ন পাওয়ার পরে রমিজউদ্দিনের জীবনের মোড় ঘুরে গেল। তার দুঃখ দূর হলো, কিন্তু এই ঘটনার আকস্মিকতা তাকে কিছুটা বিচলিতও করলো। তিনি ভাবলেন, এই ধনসম্পদ কি তার জীবনে সুখ আনবে, নাকি আরও জটিলতা সৃষ্টি করবে? এই অনভিপ্রায় প্রাপ্তি কি তার সরল জীবনকে পরিবর্তন করে দেবে? গ্রামের মানুষজন যখন জানতে পারলো, তখন তাদের চোখেও বিস্ময় দেখা গেল। রমিজউদ্দিন বুঝলেন, এখন তাকে আরও সতর্ক থাকতে হবে।
"
অখ্যাতি,"শব্দ: অখ্যাতি

অখ্যাতি একটি অভিশাপের মতো, যা ধীরে ধীরে মানুষের জীবনকে গ্রাস করে। রফিক সাহেব একসময় খুব নামকরা ব্যবসায়ী ছিলেন, কিন্তু ভেজাল ঔষধ বিক্রির অপরাধে তার অখ্যাতি ছড়িয়ে পরে। এক সময় লোকে তাকে সন্মানের চোখে দেখতো, আজ সবাই তাকে ঘৃণা করে। এই ঘটনার পর থেকে রফিক সাহেবের জীবনে নেমে আসে চরম হতাশা। ব্যবসায় চরম ক্ষতি হয়, এমনকি তার পরিবারের সদস্যরাও তাকে ত্যাগ করে। সমাজে তার মুখ দেখানোর উপায় ছিল না, অখ্যাতির কালি তার জীবনকে বিষাক্ত করে তুলেছিল। তিনি বুঝতে পারলেন, অসৎ পথে অর্থ উপার্জন করে সাময়িক সুখ পাওয়া গেলেও, এর পরিণতি কত ভয়ংকর হতে পারে। রফিক সাহেব এখন অনুতপ্ত, তিনি চেষ্টা করছেন তার অতীতের ভুলগুলো শুধরে নিতে এবং নতুন করে জীবন শুরু করতে। তবে অখ্যাতির দাগ সহজে মোছার নয়, সমাজের কাছে নিজেকে নির্দোষ প্রমাণ করতে তাকে এখনো অনেক পথ পাড়ি দিতে হবে। তিনি এখন মানুষের সেবার মাধ্যমে নিজের অখ্যাতি ঘোচানোর চেষ্টা করছেন। 
"
অভিহিত,"শব্দ: অভিহিত

আলো ঝলমলে দিন। শহরের অদূরে সবুজে ঘেরা গ্রামটি যেন প্রকৃতির এক শান্ত আশ্রয়। গ্রামের পাশ দিয়ে বয়ে যাওয়া নদীটি এঁকেবেঁকে চলেছে, স্থানীয়দের কাছে যা ‘জীবনরেখা’ নামে অভিহিত। এই নদীর তীরেই প্রতি বছর বসে ঐতিহ্যবাহী মেলা, যেখানে দূরদূরান্ত থেকে মানুষজন আসে তাদের সংস্কৃতি আর লোকশিল্পের সম্ভার নিয়ে। মেলার প্রধান আকর্ষণ হলো এখানকার মৃৎশিল্প, যা বংশপরম্পরায় এই গ্রামের শিল্পীরা তৈরি করে আসছে। গ্রামের মানুষের জীবনযাত্রা সহজ সরল, তারা অতিথি পরায়ণ এবং যেকোনো উৎসবে তাদের স্বতঃস্ফূর্ত অংশগ্রহণ চোখে পড়ার মতো। এই গ্রামের প্রতিটি মানুষ একে অপরের সাথে বাঁধা, সুখ-দুঃখ যেন তাদের সকলের। এখানকার শিশুরা প্রকৃতির কোলে বেড়ে ওঠে, তারা কলকাকলিতে মুখরিত করে রাখে চারপাশ। গ্রামের এই শান্ত ও স্নিগ্ধ পরিবেশ আমাকে শহরের যান্ত্রিক জীবন থেকে মুক্তি দেয়, তাই সুযোগ পেলেই আমি এখানে ছুটে আসি। আমার কাছে এই গ্রাম শুধু একটি স্থান নয়, এটি শান্তি ও ভালোবাসার এক অন্য নাম, যা হৃদয়কে প্রশান্তিতে ভরিয়ে দেয়।
"
অনুঘটক,"অনুচ্ছেদ:

অনুঘটক ছাড়া যেন আজকের দিনের অনেক কিছুই অচল। অর্থনীতির চাকা সচল রাখতে অনুঘটকের ভূমিকা অনস্বীকার্য। ধরা যাক, একটি দেশের উন্নয়নের প্রধান অনুঘটক হল শিক্ষা। একটি শিক্ষিত জাতি তাদের মেধা ও উদ্ভাবনী শক্তি দিয়ে দেশকে উন্নতির শিখরে নিয়ে যেতে পারে। আবার, সমাজের উন্নতির ক্ষেত্রে যুব সমাজ হল অনুঘটক। তাদের কর্মোদ্দীপনা এবং নতুন কিছু করার আগ্রহ সমাজকে নতুন পথে চালিত করে। শিল্প কারখানায় অনুঘটক ব্যবহার করে রাসায়নিক বিক্রিয়া দ্রুত করা যায়, যা উৎপাদন বাড়াতে সাহায্য করে। এমনকি, আমাদের দৈনন্দিন জীবনেও অনুঘটকের প্রভাব বিদ্যমান। কোনো বন্ধুর অনুপ্রেরণা বা শিক্ষকের উৎসাহ আমাদের জীবনে সাফল্যের অনুঘটক হিসেবে কাজ করে। খেলাধুলায় একজন ভালো কোচের সঠিক দিকনির্দেশনা খেলোয়াড়দের সেরাটুকু বের করে আনতে অনুঘটকের ভূমিকা পালন করে। আসলে, অনুঘটক নিজে অপরিবর্তিত থেকে অন্যকে প্রভাবিত করে। তাই, জীবনে ইতিবাচক পরিবর্তন আনতে সঠিক অনুঘটক খুঁজে বের করা প্রয়োজন। বলা যায়, অনুঘটক হলো সেই অদৃশ্য শক্তি যা সুপ্ত সম্ভাবনাকে বাস্তবে রূপ দেয়।
"
